False,0.005995273590087891,1,alpha-beta,expetr minimax
False,0.0509648323059082,1,alpha-beta,expetr minimax
False,0.04997420310974121,1,alpha-beta,expetr minimax
False,0.05396580696105957,1,alpha-beta,expetr minimax
False,0.09494543075561523,1,alpha-beta,expetr minimax
False,0.09394598007202148,1,alpha-beta,expetr minimax
False,0.0939478874206543,1,alpha-beta,expetr minimax
False,0.1397233009338379,1,alpha-beta,expetr minimax
False,0.13891386985778809,1,alpha-beta,expetr minimax
False,0.13791537284851074,1,alpha-beta,expetr minimax
False,0.18289995193481445,1,alpha-beta,expetr minimax
False,0.18489289283752441,1,alpha-beta,expetr minimax
False,0.1808946132659912,1,alpha-beta,expetr minimax
False,0.22482848167419434,1,alpha-beta,expetr minimax
False,0.2258610725402832,1,alpha-beta,expetr minimax
False,0.2285165786743164,1,alpha-beta,expetr minimax
False,0.27083516120910645,1,alpha-beta,expetr minimax
False,0.26883649826049805,1,alpha-beta,expetr minimax
False,0.2708311080932617,1,alpha-beta,expetr minimax
False,0.3138136863708496,1,alpha-beta,expetr minimax
False,0.31511878967285156,1,alpha-beta,expetr minimax
False,0.3137962818145752,1,alpha-beta,expetr minimax
False,0.3567993640899658,1,alpha-beta,expetr minimax
False,0.3158078193664551,1,alpha-beta,expetr minimax
False,0.3125929832458496,1,alpha-beta,expetr minimax
False,0.35778379440307617,1,alpha-beta,expetr minimax
False,0.3675515651702881,1,alpha-beta,expetr minimax
False,0.31333398818969727,1,alpha-beta,expetr minimax
False,0.3567798137664795,1,alpha-beta,expetr minimax
False,0.38335227966308594,1,alpha-beta,expetr minimax
False,0.33379507064819336,1,alpha-beta,expetr minimax
False,0.37776660919189453,1,alpha-beta,expetr minimax
False,0.3767740726470947,1,alpha-beta,expetr minimax
False,0.33679914474487305,1,alpha-beta,expetr minimax
False,0.3807852268218994,1,alpha-beta,expetr minimax
False,0.33342432975769043,1,alpha-beta,expetr minimax
False,0.29084110260009766,1,alpha-beta,expetr minimax
False,0.33605122566223145,1,alpha-beta,expetr minimax
False,0.3455240726470947,1,alpha-beta,expetr minimax
False,0.20387530326843262,1,alpha-beta,expetr minimax
False,0.23946523666381836,1,alpha-beta,expetr minimax
False,0.23885321617126465,1,alpha-beta,expetr minimax
False,0.20387935638427734,1,alpha-beta,expetr minimax
False,0.23885226249694824,1,alpha-beta,expetr minimax
False,0.23853373527526855,1,alpha-beta,expetr minimax
False,0.20387482643127441,1,alpha-beta,expetr minimax
False,0.004996538162231445,1,alpha-beta,expetr minimax
False,0.24077939987182617,1,alpha-beta,expetr minimax
False,0.26483678817749023,1,alpha-beta,expetr minimax
False,0.293820858001709,1,alpha-beta,expetr minimax
False,0.2748293876647949,1,alpha-beta,expetr minimax
False,0.2538471221923828,1,alpha-beta,expetr minimax
False,0.25486302375793457,1,alpha-beta,expetr minimax
False,0.2531907558441162,1,alpha-beta,expetr minimax
False,0.25542545318603516,1,alpha-beta,expetr minimax
False,0.29282474517822266,1,alpha-beta,expetr minimax
False,0.28942370414733887,1,alpha-beta,expetr minimax
False,0.2908210754394531,1,alpha-beta,expetr minimax
False,0.29038429260253906,1,alpha-beta,expetr minimax
False,0.29082155227661133,1,alpha-beta,expetr minimax
False,0.18488454818725586,1,alpha-beta,expetr minimax
False,0.21546173095703125,1,alpha-beta,expetr minimax
False,0.21387124061584473,1,alpha-beta,expetr minimax
False,0.18488574028015137,1,alpha-beta,expetr minimax
False,0.2138664722442627,1,alpha-beta,expetr minimax
False,0.21286988258361816,1,alpha-beta,expetr minimax
False,0.18345975875854492,1,alpha-beta,expetr minimax
False,0.2138686180114746,1,alpha-beta,expetr minimax
False,0.2138681411743164,1,alpha-beta,expetr minimax
False,0.21386981010437012,1,alpha-beta,expetr minimax
False,0.24543070793151855,1,alpha-beta,expetr minimax
False,0.24284982681274414,1,alpha-beta,expetr minimax
False,0.24385905265808105,1,alpha-beta,expetr minimax
False,0.24585700035095215,1,alpha-beta,expetr minimax
False,0.24486207962036133,1,alpha-beta,expetr minimax
False,0.23286747932434082,1,alpha-beta,expetr minimax
False,0.2638397216796875,1,alpha-beta,expetr minimax
False,0.2668416500091553,1,alpha-beta,expetr minimax
False,0.23386597633361816,1,alpha-beta,expetr minimax
False,0.26384639739990234,1,alpha-beta,expetr minimax
False,0.2645280361175537,1,alpha-beta,expetr minimax
False,0.23390793800354004,1,alpha-beta,expetr minimax
False,0.2638380527496338,1,alpha-beta,expetr minimax
False,0.2648344039916992,1,alpha-beta,expetr minimax
False,0.233856201171875,1,alpha-beta,expetr minimax
False,0.2628469467163086,1,alpha-beta,expetr minimax
False,0.2658374309539795,1,alpha-beta,expetr minimax
False,0.2345731258392334,1,alpha-beta,expetr minimax
